subject,target,mean,sd,method,db
8,13,0.375610931531438,0.119989481934599,Pearson,JASPAR2018_CORE
9,13,0.373522491150152,0.109568806336057,Pearson,JASPAR2018_CORE
10,13,0.379602477307037,0.113165572547519,Pearson,JASPAR2018_CORE
11,13,0.383057678537872,0.111203341897521,Pearson,JASPAR2018_CORE
12,13,0.382610779374089,0.101645422475309,Pearson,JASPAR2018_CORE
13,13,0.37450792263735,0.110234357255181,Pearson,JASPAR2018_CORE
14,13,0.391359263527007,0.104279761396688,Pearson,JASPAR2018_CORE
15,13,0.393652801719592,0.101210329454082,Pearson,JASPAR2018_CORE
16,13,0.396610598590018,0.0997705630406773,Pearson,JASPAR2018_CORE
17,13,0.394994959055528,0.0983577005744774,Pearson,JASPAR2018_CORE
18,13,0.391134144277036,0.0992404834159109,Pearson,JASPAR2018_CORE
19,13,0.398835770597148,0.101178971089597,Pearson,JASPAR2018_CORE
20,13,0.399851346595601,0.101106313138484,Pearson,JASPAR2018_CORE
21,13,0.399777424537659,0.0974920165802729,Pearson,JASPAR2018_CORE
22,13,0.400988643966879,0.0957372375848169,Pearson,JASPAR2018_CORE
23,13,0.404429465875991,0.0926114410839108,Pearson,JASPAR2018_CORE
24,13,0.406816052316547,0.0947579167171453,Pearson,JASPAR2018_CORE
25,13,0.411758716162169,0.0961366986144314,Pearson,JASPAR2018_CORE
26,13,0.410032116710317,0.0922126837576267,Pearson,JASPAR2018_CORE
27,13,0.405824857142433,0.0882398034563454,Pearson,JASPAR2018_CORE
28,13,0.407666871126633,0.0910417998769286,Pearson,JASPAR2018_CORE
29,13,0.40386348880884,0.0900387545783862,Pearson,JASPAR2018_CORE
30,13,0.410824392932151,0.0865593260916637,Pearson,JASPAR2018_CORE
5,14,0.443994690783108,0.137499181259546,Pearson,JASPAR2018_CORE
6,14,0.407093001144885,0.130213538044131,Pearson,JASPAR2018_CORE
7,14,0.378648154886596,0.123121161144401,Pearson,JASPAR2018_CORE
8,14,0.382977075809756,0.118640688902368,Pearson,JASPAR2018_CORE
9,14,0.37992088561147,0.111892753664875,Pearson,JASPAR2018_CORE
10,14,0.384704756461082,0.112099813983115,Pearson,JASPAR2018_CORE
11,14,0.386346183386848,0.107999116017636,Pearson,JASPAR2018_CORE
12,14,0.386745197299793,0.104409173845944,Pearson,JASPAR2018_CORE
13,14,0.389280392468691,0.106161918484627,Pearson,JASPAR2018_CORE
14,14,0.375673150937287,0.110317053170259,Pearson,JASPAR2018_CORE
15,14,0.39402319066668,0.0998908603676887,Pearson,JASPAR2018_CORE
16,14,0.396052459967255,0.100611493261762,Pearson,JASPAR2018_CORE
17,14,0.398301958096538,0.100769161486819,Pearson,JASPAR2018_CORE
18,14,0.394654354627585,0.100044359378421,Pearson,JASPAR2018_CORE
19,14,0.392610647714096,0.0976202609192753,Pearson,JASPAR2018_CORE
20,14,0.397059499572705,0.0980309548234455,Pearson,JASPAR2018_CORE
21,14,0.395985445477191,0.0970533693971516,Pearson,JASPAR2018_CORE
22,14,0.403956502479632,0.097104336666826,Pearson,JASPAR2018_CORE
23,14,0.408673896368669,0.0958035400375394,Pearson,JASPAR2018_CORE
24,14,0.401764428911391,0.0947782414279575,Pearson,JASPAR2018_CORE
25,14,0.407143748173963,0.0911776206367908,Pearson,JASPAR2018_CORE
26,14,0.407449816510402,0.0893877508272784,Pearson,JASPAR2018_CORE
27,14,0.40310166579776,0.0933546156076323,Pearson,JASPAR2018_CORE
28,14,0.403208470408736,0.0905497909046161,Pearson,JASPAR2018_CORE
29,14,0.401132003334038,0.0898744996355073,Pearson,JASPAR2018_CORE
30,14,0.409541354962903,0.0879794867668787,Pearson,JASPAR2018_CORE
5,15,0.448109235017703,0.137446818320521,Pearson,JASPAR2018_CORE
6,15,0.410101693526817,0.136195105016665,Pearson,JASPAR2018_CORE
7,15,0.38614307807238,0.124816510588152,Pearson,JASPAR2018_CORE
8,15,0.383445022312364,0.121752740369293,Pearson,JASPAR2018_CORE
9,15,0.375086180570922,0.111343380188055,Pearson,JASPAR2018_CORE
10,15,0.385720271132975,0.11363854147642,Pearson,JASPAR2018_CORE
11,15,0.386900381474705,0.112378527137539,Pearson,JASPAR2018_CORE
12,15,0.381565281144205,0.107057343061624,Pearson,JASPAR2018_CORE
13,15,0.39229162203409,0.110948323482944,Pearson,JASPAR2018_CORE
14,15,0.388354867799449,0.103729441735024,Pearson,JASPAR2018_CORE
15,15,0.374964877697136,0.1086986913695,Pearson,JASPAR2018_CORE
16,15,0.394637644172099,0.10564033135671,Pearson,JASPAR2018_CORE
17,15,0.396126804224229,0.101528169504053,Pearson,JASPAR2018_CORE
18,15,0.390308845698179,0.103369819836408,Pearson,JASPAR2018_CORE
19,15,0.392643621451523,0.0969447409374847,Pearson,JASPAR2018_CORE
20,15,0.39247909442155,0.101825866075596,Pearson,JASPAR2018_CORE
21,15,0.393219067755213,0.103184649433598,Pearson,JASPAR2018_CORE
22,15,0.402816806854104,0.100568009984347,Pearson,JASPAR2018_CORE
23,15,0.405012075846054,0.0989710235958227,Pearson,JASPAR2018_CORE
24,15,0.402186189907833,0.0964558285704753,Pearson,JASPAR2018_CORE
25,15,0.404915570566423,0.0969816961718558,Pearson,JASPAR2018_CORE
26,15,0.404229433032195,0.0941067275874363,Pearson,JASPAR2018_CORE
27,15,0.399134948748152,0.0953644933003769,Pearson,JASPAR2018_CORE
28,15,0.401943495501659,0.0966689666573495,Pearson,JASPAR2018_CORE
29,15,0.398504063437754,0.0943611045442238,Pearson,JASPAR2018_CORE
30,15,0.403178676989187,0.0903862924205567,Pearson,JASPAR2018_CORE
5,16,0.459247689075244,0.133710970168438,Pearson,JASPAR2018_CORE
6,16,0.426135207121069,0.12737185664897,Pearson,JASPAR2018_CORE
7,16,0.385015718788093,0.115502985111433,Pearson,JASPAR2018_CORE
8,16,0.389843165370033,0.115327078815576,Pearson,JASPAR2018_CORE
9,16,0.384665471768106,0.105650965694354,Pearson,JASPAR2018_CORE
10,16,0.385048818152965,0.108062854669816,Pearson,JASPAR2018_CORE
11,16,0.391405172605482,0.107453952392675,Pearson,JASPAR2018_CORE
12,16,0.384446461253756,0.104311026687172,Pearson,JASPAR2018_CORE
13,16,0.385946790316114,0.101410837488527,Pearson,JASPAR2018_CORE
14,16,0.391181127108009,0.102808331032834,Pearson,JASPAR2018_CORE
15,16,0.392794811539834,0.102993613978834,Pearson,JASPAR2018_CORE
16,16,0.374143688852511,0.103764941254165,Pearson,JASPAR2018_CORE
17,16,0.389907393644598,0.100239457434894,Pearson,JASPAR2018_CORE
18,16,0.384150867440094,0.0986526388731994,Pearson,JASPAR2018_CORE
19,16,0.387702702492921,0.100358012691994,Pearson,JASPAR2018_CORE
20,16,0.387225006288477,0.0942799502722848,Pearson,JASPAR2018_CORE
21,16,0.388966471784306,0.0944198283622118,Pearson,JASPAR2018_CORE
22,16,0.394797969862124,0.0996447513975898,Pearson,JASPAR2018_CORE
23,16,0.393809468757658,0.0939124378485129,Pearson,JASPAR2018_CORE
24,16,0.397245842264243,0.09363612215176,Pearson,JASPAR2018_CORE
25,16,0.400859032157175,0.0941732061031909,Pearson,JASPAR2018_CORE
26,16,0.400916046400075,0.0890595334311864,Pearson,JASPAR2018_CORE
27,16,0.393508486988522,0.0922667341615176,Pearson,JASPAR2018_CORE
28,16,0.391031746554975,0.0912977719277089,Pearson,JASPAR2018_CORE
29,16,0.395644014117975,0.090390512496346,Pearson,JASPAR2018_CORE
30,16,0.401749274926494,0.0924594565140992,Pearson,JASPAR2018_CORE
5,17,0.468501585265268,0.12648930482495,Pearson,JASPAR2018_CORE
6,17,0.435531302356593,0.120339699917277,Pearson,JASPAR2018_CORE
7,17,0.399304211986311,0.112316073402481,Pearson,JASPAR2018_CORE
8,17,0.399612813002884,0.105339382747282,Pearson,JASPAR2018_CORE
9,17,0.393533611822329,0.1092795666749,Pearson,JASPAR2018_CORE
10,17,0.391993385752848,0.102558373212094,Pearson,JASPAR2018_CORE
11,17,0.3978206761688,0.102958568555134,Pearson,JASPAR2018_CORE
12,17,0.394707043036056,0.0960220352175653,Pearson,JASPAR2018_CORE
13,17,0.392606234561585,0.100778620877173,Pearson,JASPAR2018_CORE
14,17,0.396218214016659,0.0987956337618879,Pearson,JASPAR2018_CORE
15,17,0.397966858586196,0.0950452018481766,Pearson,JASPAR2018_CORE
16,17,0.394737613473031,0.0946352021666477,Pearson,JASPAR2018_CORE
17,17,0.395106230610154,0.097549079487674,Pearson,JASPAR2018_CORE
18,17,0.399896284306765,0.0955493891509164,Pearson,JASPAR2018_CORE
19,17,0.402391959524617,0.0947774712516608,Pearson,JASPAR2018_CORE
20,17,0.394494948862209,0.0939057598828096,Pearson,JASPAR2018_CORE
21,17,0.397968727755628,0.0935827019115322,Pearson,JASPAR2018_CORE
22,17,0.401344295959319,0.100165414693482,Pearson,JASPAR2018_CORE
23,17,0.403023695686937,0.0920503138917532,Pearson,JASPAR2018_CORE
24,17,0.396812634540263,0.0919504927757187,Pearson,JASPAR2018_CORE
25,17,0.40219866354192,0.0895678071498002,Pearson,JASPAR2018_CORE
26,17,0.412684764432304,0.0928140658771383,Pearson,JASPAR2018_CORE
27,17,0.398940830850766,0.0898722255144249,Pearson,JASPAR2018_CORE
28,17,0.399060954314441,0.0938336894510178,Pearson,JASPAR2018_CORE
29,17,0.397602554249206,0.0912978390141853,Pearson,JASPAR2018_CORE
30,17,0.402982479776201,0.0915085016580078,Pearson,JASPAR2018_CORE
5,18,0.46772478052557,0.135409152220768,Pearson,JASPAR2018_CORE
6,18,0.42464377501676,0.137799627000353,Pearson,JASPAR2018_CORE
7,18,0.384396445976351,0.115768319946847,Pearson,JASPAR2018_CORE
8,18,0.390054175023651,0.12125964862282,Pearson,JASPAR2018_CORE
9,18,0.392551086539698,0.109461404125022,Pearson,JASPAR2018_CORE
10,18,0.388694847630297,0.108896765691289,Pearson,JASPAR2018_CORE
11,18,0.393246097567275,0.107781291456649,Pearson,JASPAR2018_CORE
12,18,0.390620064695626,0.102960878830527,Pearson,JASPAR2018_CORE
13,18,0.385735796367194,0.104991057777902,Pearson,JASPAR2018_CORE
14,18,0.383061348279397,0.103659642319417,Pearson,JASPAR2018_CORE
15,18,0.385084294961758,0.101184189250736,Pearson,JASPAR2018_CORE
16,18,0.38653279396303,0.0963277024020766,Pearson,JASPAR2018_CORE
17,18,0.383108675805364,0.0960150133302389,Pearson,JASPAR2018_CORE
18,18,0.385896742037298,0.106297206895695,Pearson,JASPAR2018_CORE
19,18,0.380895224399406,0.0989337505132711,Pearson,JASPAR2018_CORE
20,18,0.389865613894292,0.102370660737533,Pearson,JASPAR2018_CORE
21,18,0.374128494359015,0.0955598129434893,Pearson,JASPAR2018_CORE
22,18,0.395003413267746,0.10418750684439,Pearson,JASPAR2018_CORE
23,18,0.403743133911231,0.10211549390037,Pearson,JASPAR2018_CORE
24,18,0.389092250405018,0.0922033662737809,Pearson,JASPAR2018_CORE
25,18,0.403930498248801,0.0982585340762008,Pearson,JASPAR2018_CORE
26,18,0.392555245734866,0.0956832982493648,Pearson,JASPAR2018_CORE
27,18,0.389672490345244,0.0932210966844619,Pearson,JASPAR2018_CORE
28,18,0.390783017993125,0.0941015109202591,Pearson,JASPAR2018_CORE
29,18,0.384899487968976,0.0922142231817445,Pearson,JASPAR2018_CORE
30,18,0.404764136614568,0.0912791050661339,Pearson,JASPAR2018_CORE
5,19,0.470496175892219,0.135020137439421,Pearson,JASPAR2018_CORE
6,19,0.436562660574801,0.129564850718835,Pearson,JASPAR2018_CORE
7,19,0.397981324511863,0.119858080477907,Pearson,JASPAR2018_CORE
8,19,0.389765846600561,0.116676825438507,Pearson,JASPAR2018_CORE
9,19,0.385920707857915,0.110774770878109,Pearson,JASPAR2018_CORE
10,19,0.392182768696577,0.112201203498912,Pearson,JASPAR2018_CORE
11,19,0.388690179017888,0.10637038483293,Pearson,JASPAR2018_CORE
12,19,0.386805046807476,0.102753607052009,Pearson,JASPAR2018_CORE
13,19,0.393814291914457,0.109403289830647,Pearson,JASPAR2018_CORE
