subject,target,mean,sd,method,db
15,9,1.24976291809076,0.46544139661471,KL,JASPAR2018_CORE
16,9,1.24213456372685,0.455719581470665,KL,JASPAR2018_CORE
17,9,1.22685893795542,0.458816840798523,KL,JASPAR2018_CORE
18,9,1.22471128131577,0.454294836333334,KL,JASPAR2018_CORE
19,9,1.21851156201403,0.453451121941879,KL,JASPAR2018_CORE
20,9,1.21809834340439,0.454531685298895,KL,JASPAR2018_CORE
21,9,1.20333294374885,0.447686952578353,KL,JASPAR2018_CORE
22,9,1.20343914785019,0.448225898311343,KL,JASPAR2018_CORE
23,9,1.19988384976342,0.445414591396813,KL,JASPAR2018_CORE
24,9,1.19491816575032,0.44590606868793,KL,JASPAR2018_CORE
25,9,1.19111012441766,0.444692178103384,KL,JASPAR2018_CORE
26,9,1.1944925970703,0.447207681947987,KL,JASPAR2018_CORE
27,9,1.18696221915234,0.445104705354284,KL,JASPAR2018_CORE
28,9,1.18030921636175,0.445428717229864,KL,JASPAR2018_CORE
29,9,1.18118948098961,0.444151312965651,KL,JASPAR2018_CORE
30,9,1.17197637040774,0.440040995146169,KL,JASPAR2018_CORE
5,10,1.11971312867787,0.463064618860841,KL,JASPAR2018_CORE
6,10,1.28204256941547,0.458857581257983,KL,JASPAR2018_CORE
7,10,1.24192321765174,0.440932294859597,KL,JASPAR2018_CORE
8,10,1.22581663882602,0.435729935398367,KL,JASPAR2018_CORE
9,10,1.1987437551957,0.431450935349159,KL,JASPAR2018_CORE
10,10,1.20159498423939,0.514621248192928,KL,JASPAR2018_CORE
11,10,1.17760313196073,0.417689155699126,KL,JASPAR2018_CORE
12,10,1.16065883651734,0.417973685359394,KL,JASPAR2018_CORE
13,10,1.14930915716187,0.417288350669836,KL,JASPAR2018_CORE
14,10,1.14462758045068,0.412362521238514,KL,JASPAR2018_CORE
15,10,1.14497584195834,0.407844803156569,KL,JASPAR2018_CORE
